Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
"Heartwood Recovery, LLC",78749,11/14/2023,100,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.23247, -97.85729)",12397060,Routine Inspection
Flightpath Coffeehouse,78751,03/16/2022,94,"5011 DUVAL ST
AUSTIN, TX 78751
(30.31389, -97.72012)",2801741,Routine Inspection
Holiday Inn Austin Midtown,78752,08/01/2024,86,"6000 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.32368, -97.71049)",11424358,Routine Inspection
PF - Little Ceasars #61,78660,02/22/2022,89,"1912 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44673, -97.64529)",12392618,Routine Inspection
Drop Kick Cocktail Bar and Kitchen,78702,06/08/2023,87,"1630 E 6TH ST
AUSTIN, TX 78702
(30.26281, -97.72501)",11952670,Routine Inspection
LW - Cafe Lago,78734,01/07/2022,74,"1200 LAKEWAY DR
LAKEWAY, TX 78734
(30.36345, -97.98168)",10484226,Routine Inspection
HEB #27- Anderson Mill,78726,03/22/2024,99,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.45406, -97.82688)",2803962,Routine Inspection
Einstein Bros Bagels,78759,06/22/2023,94,"4607 W BRAKER LN
AUSTIN, TX 78759
(30.3998, -97.74523)",2801216,Routine Inspection
School in the Hills-River Place LLC,78730,09/20/2024,93,"10819 FM 2222 RD
AUSTIN, TX 78730
(30.39552, -97.84706)",11491119,Routine Inspection
LW - Hops & Thyme,78734,01/27/2022,85,"2125 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34274, -97.97025)",11861148,Routine Inspection
Fuel Bar,78759,11/01/2022,76,"4210 W BRAKER LN
AUSTIN, TX 78759
(30.39994, -97.74005)",12021450,Routine Inspection
Jeremiah Program CDC,78702,08/04/2023,93,"1200 PAUL TERESA SALDANA ST
AUSTIN, TX 78702
(30.26929, -97.70301)",11920756,Routine Inspection
Circle K Store #2704675,78617,01/05/2024,93,"2475 E SH
AUSTIN, TX 78617",10762466,Routine Inspection
Conley Guerrero Sr. Activity,78702,02/25/2022,95,"808 NILE ST
AUSTIN, TX 78702
(30.26606, -97.71104)",2800276,Routine Inspection
Carmela's Pizzeria Cafe & Deli,78620,12/01/2022,91,"18901 HAMILTON POOL RD
DRIPPING SPRINGS, TX 78620
(30.2865, -98.06555)",10530785,Routine Inspection
Uchiko,78756,08/11/2022,97,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.31046, -97.74031)",10384251,Routine Inspection
Niki's Pizza,78753,10/07/2022,80,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.418, -97.67053)",10160508,Routine Inspection
MN - 10555 Manor,78653,10/31/2022,91,"11016 E US 290 HWY
MANOR, TX 78653
(30.34882, -97.5584)",10752569,Routine Inspection
Craig O's Pizza & Pastaria,78731,08/15/2024,90,"5501 BALCONES DR
AUSTIN, TX 78731
(30.33602, -97.7575)",10348378,Routine Inspection
Slab,78758,05/08/2023,77,"9012 RESEARCH BLVD
AUSTIN, TX 78758
(30.37084, -97.7256)",11182639,Routine Inspection
American Food & Vending @ Everi RFX,78746,08/16/2023,100,"206 S WILD BASIN RD
AUSTIN, TX 78746
(30.30555, -97.82973)",12392311,Routine Inspection
Panda Express #1289,78758,01/11/2023,100,"2501 W PARMER LN
AUSTIN, TX 78758
(30.41829, -97.70233)",10005272,Routine Inspection
IDEA Public Schools,78747,05/03/2022,96,"1700 E SLAUGHTER LN
AUSTIN, TX 78747
(30.15316, -97.76902)",11570634,Routine Inspection
Cici's Pizza #58,78753,02/16/2023,90,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.36529, -97.69496)",12397161,Routine Inspection
Domino's Pizza,78748,03/09/2022,98,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1716, -97.82354)",10010126,Routine Inspection
PF - Circle K #2740557,78660,04/04/2024,99,"2100 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44618, -97.64875)",12392481,Routine Inspection
Mt. Playmore,78753,04/04/2024,90,"13609 N IH
AUSTIN, TX 78753",11182637,Routine Inspection
Spec's Liquors #64,78748,03/15/2023,97,"9900 S IH
AUSTIN, TX 78748",10211522,Routine Inspection
Sunrise Mini Mart,78758,11/03/2023,96,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.36968, -97.7153)",2803811,Routine Inspection
La Michoacana,78753,01/09/2024,89,"9308 N LAMAR BLVD
AUSTIN, TX 78753
(30.36258, -97.69808)",2802495,Routine Inspection
888 Pan Asian Restaurant,78741,07/24/2024,70,"2400 E OLTORF ST
AUSTIN, TX 78741
(30.22972, -97.73023)",12020096,Routine Inspection
La Mexicana Supermercado-Kitchen/Deli,78724,07/26/2024,77,"14236 FM 969 RD
AUSTIN, TX 78724
(30.24835, -97.58436)",11248234,Routine Inspection
Maie Day,78704,05/25/2022,86,"1603 S CONGRESS AVE
AUSTIN, TX 78704
(30.2475, -97.75045)",11452083,Routine Inspection
Tortilleria Krystal,78753,10/30/2024,96,"1033 E HOWARD LN
AUSTIN, TX 78753
(30.40876, -97.64811)",11170853,Routine Inspection
7-Eleven Convenience Store # 38267H,78749,07/26/2023,96,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.19997, -97.86362)",12185971,Routine Inspection
PF - Precious Moments LLC,78660,02/22/2022,99,"701 FM 685 RD
PFLUGERVILLE, TX 78660
(30.44155, -97.60943)",12394862,Routine Inspection
KLA Schools of Sweetwater,78738,02/29/2024,97,"18101 W SH
AUSTIN, TX 78738",12393064,Routine Inspection
Jaime D. Padron Elementary,78758,10/31/2022,93,"2011 W RUNDBERG LN
AUSTIN, TX 78758
(30.37371, -97.71959)",11199440,Routine Inspection
Gino's Vino Osteria,78723,03/06/2024,85,"1239 E 51ST ST
AUSTIN, TX 78723
(30.30746, -97.70686)",11476315,Routine Inspection
Kwick In,78702,05/17/2022,80,"1149 AIRPORT BLVD
AUSTIN, TX 78702
(30.27299, -97.69731)",10748818,Routine Inspection
Canyon Ridge Middle School,78732,05/01/2024,100,"12601 COUNTRY TRAILS LN
AUSTIN, TX 78732
(30.36555, -97.90147)",2802219,Routine Inspection
Don's Short Stop,78660,05/01/2024,87,"13900 IMMANUEL RD
PFLUGERVILLE, TX 78660
(30.40577, -97.6283)",2803434,Routine Inspection
Sunlife Organics,78704,11/01/2022,94,"1011 S CONGRESS AVE
AUSTIN, TX 78704
(30.25361, -97.7482)",12392692,Routine Inspection
Tokyo Gardens Catering,78751,09/21/2023,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.30008, -97.71994)",2802167,Routine Inspection
Tokyo Gardens Catering,78745,09/11/2024,98,"6900 BRODIE LN
AUSTIN, TX 78745
(30.21589, -97.83084)",2803002,Routine Inspection
Coco's Cafe,78758,07/28/2022,80,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.36081, -97.71573)",2801382,Routine Inspection
HEB Food Store #218 Deli & Bakery,78758,03/16/2023,99,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.4174, -97.70393)",2800260,Routine Inspection
"Halal Corner, The",78723,10/07/2022,86,"1200 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.30762, -97.70926)",11377695,Routine Inspection
OOB - Harris Elementary,78723,08/23/2022,94,"1711 WHELESS LN
AUSTIN, TX 78723
(30.31507, -97.69077)",2800599,Routine Inspection
Shop 24,78701,02/28/2022,92,"213 E 6TH ST
AUSTIN, TX 78701
(30.26753, -97.74092)",2800797,Routine Inspection
Mr. Catfish and More,78702,02/14/2022,79,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.2712, -97.69782)",10808945,Routine Inspection
Taco Bueno,78745,07/25/2023,96,"700 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1917, -97.77251)",12394441,Routine Inspection
IHOP,78726,06/10/2022,96,"7710 N FM 620 RD
AUSTIN, TX 78726
(30.40936, -97.85113)",12392885,Routine Inspection
PF - Taco Bell # 30092,78660,10/24/2023,95,"1712 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45458, -97.60284)",12392366,Routine Inspection
Uchi,78704,06/27/2024,85,"801 S LAMAR BLVD
AUSTIN, TX 78704
(30.25767, -97.75967)",2801891,Routine Inspection
WL - Juiceland,78746,03/29/2024,98,"701 S CAPITAL OF TEXAS HWY NB UNIT E-580 WEST LAKE HILLS
TX 78746
(30.29182, -97.82749)",11113295,Routine Inspection
Show Me Pizza,78704,09/16/2022,87,"2809 S 1ST ST
AUSTIN, TX 78704
(30.23687, -97.76296)",12394379,Routine Inspection
JD's Market,78660,01/27/2023,90,"14300 DESSAU RD
AUSTIN, TX 78660",10435389,Routine Inspection
Tortilleria El Taquito,78753,09/01/2022,73,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.35503, -97.7038)",10968460,Routine Inspection
Xian Noodles,78758,03/09/2022,73,"3401 ESPERANZA XING
AUSTIN, TX 78758
(30.40064, -97.72695)",11841772,Follow-Up Inspection
Wells Branch Elementary,78728,03/18/2024,100,"14650 MERRILLTOWN DR
AUSTIN, TX 78728
(30.44516, -97.68541)",2800674,Routine Inspection
Staybridge Austin NW,78729,06/23/2022,70,"13087 N US 183 HWY
AUSTIN, TX 78729
(30.4409, -97.77986)",11642622,Routine Inspection
International School of Texas,78734,04/25/2022,100,"4105 ECK LN
AUSTIN, TX 78734
(30.40448, -97.93057)",11004319,Routine Inspection
PF - Target Store T-2495 (Cafe/Pizza Hut),78660,03/18/2024,99,"18700 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46718, -97.59815)",12392900,Routine Inspection
Slurp Lab,78703,06/15/2023,86,"507 PRESSLER ST
AUSTIN, TX 78703
(30.2728, -97.76077)",12088876,Routine Inspection
OOB - Castle Grill,78701,02/16/2022,99,"607 W 3RD ST
AUSTIN, TX 78701
(30.26697, -97.74992)",12185727,Routine Inspection
7-Eleven Convenience Store #36592A,78759,01/03/2024,95,"12000 N MOPAC EXPY
AUSTIN, TX 78759
(30.40941, -97.71585)",11224954,Routine Inspection
Stony's Pizza,78737,03/31/2022,94,"9521 W US 290 HWY
AUSTIN, TX 78737
(30.23017, -97.93408)",12396341,Routine Inspection
AMC Lakeline 9,78613,06/30/2022,87,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47093, -97.80711)",11767852,Routine Inspection
7-Eleven Convenience Store #36589B,78729,02/22/2022,72,"10207 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.46125, -97.79285)",12392809,Routine Inspection
Aviary,78704,10/11/2022,94,"2110 S LAMAR BLVD
AUSTIN, TX 78704
(30.2482, -97.77162)",11794110,Routine Inspection
El Jacalito,78741,01/19/2022,85,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.23041, -97.73181)",11452574,Routine Inspection
Beer Geek,78652,06/13/2023,85,"2051 W FM 1626 RD
AUSTIN, TX 78652",12392375,Routine Inspection
Donut Crown,78757,06/27/2023,96,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.35698, -97.73139)",11661707,Routine Inspection
Comedor,78701,09/19/2024,83,"501 COLORADO ST
AUSTIN, TX 78701
(30.2677, -97.74442)",12117759,Routine Inspection
Spec's Liquors  #58,78729,12/18/2023,99,"12611 HYMEADOW DR
AUSTIN, TX 78729
(30.4579, -97.79125)",12128393,Routine Inspection
Sam's Club #6188 - Snack Bar,78717,08/10/2023,95,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47334, -97.79528)",11293693,Routine Inspection
Las Fabulosas Quesadillas,78745,02/07/2022,91,"5510 S IH
AUSTIN, TX 78745",11703363,Routine Inspection
Reel Popcorn,78745,10/21/2024,98,"8708 S CONGRESS AVE
AUSTIN, TX 78745
(30.17127, -97.78634)",11661013,Routine Inspection
BC - Maudie's Hill Country LLC,78738,07/19/2022,80,"12506 SHOPS PKWY
BEE CAVE, TX 78738
(30.30483, -97.93788)",10468660,Routine Inspection
Mai Thai,78701,10/25/2023,89,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.26436, -97.74152)",10535930,Routine Inspection
Marbridge Foundation-Villa,78652,07/26/2022,97,"2504 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.13815, -97.85692)",2800700,Routine Inspection
Metcalf BBQ,78736,03/10/2023,100,"8600 W US 290 HWY
AUSTIN, TX 78736
(30.23475, -97.91167)",12026154,Routine Inspection
Bakery Lorraine,78758,07/02/2024,90,"11600 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40178, -97.72252)",12032721,Routine Inspection
Hunan Bistro,78750,06/22/2022,77,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44714, -97.81155)",12135923,Routine Inspection
PF - Go Xpress,78660,06/30/2023,87,"19500 N HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.48819, -97.61065)",12186561,Routine Inspection
Holiday Inn Express & Suites Austin Downtown,78701,07/24/2024,90,"805 NECHES ST
AUSTIN, TX 78701
(30.26931, -97.73732)",11856186,Routine Inspection
Einstein Bros Bagels  #2846,78705,07/20/2022,91,"2404 GUADALUPE ST
AUSTIN, TX 78705
(30.28801, -97.74157)",2801222,Routine Inspection
Capt Benny's Seafood,78751,10/09/2023,79,"5700 N IH
SVRD SB AUSTIN, TX 78751",2800445,Routine Inspection
Hyde Park Bar and Grill,78751,09/17/2024,90,"4206 DUVAL ST
AUSTIN, TX 78751
(30.30409, -97.72647)",2800046,Routine Inspection
Lovebirds,78702,11/26/2024,91,"2337 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25474, -97.71787)",12398297,Routine Inspection
Chick - Fil - A Barton Creek Square Mall,78746,04/12/2023,98,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.2592, -97.80587)",12396766,Routine Inspection
Eurest,78759,02/08/2022,97,"11500 N MOPAC EXPY
AUSTIN, TX 78759
(30.40758, -97.72692)",11731662,Routine Inspection
Austin's Pizza,78726,01/25/2022,95,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.40463, -97.85198)",12392973,Routine Inspection
"OOB - Local Outpost Saloon, The",78729,01/11/2023,97,"13201 POND SPRINGS RD
AUSTIN, TX 78729
(30.44584, -97.77806)",11660491,Routine Inspection
La Reyna Bakery,78744,01/20/2022,87,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.18023, -97.74732)",11358586,Routine Inspection
"Fairmont Austin - Banquet Operation (Level 3,4,5)",78701,08/12/2022,95,"101 RED RIVER ST
AUSTIN, TX 78701
(30.26204, -97.73881)",11853708,Routine Inspection
Dollar Tree #6785,78723,06/27/2024,96,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31382, -97.66372)",11580554,Routine Inspection
Dirty Bill's,78701,10/15/2024,86,"511 RIO GRANDE ST
AUSTIN, TX 78701
(30.26967, -97.7496)",10159030,Routine Inspection
Taco Shack,78756,12/28/2022,87,"4412 MEDICAL PKWY
AUSTIN, TX 78756
(30.31441, -97.74191)",2800840,Routine Inspection
Don Juan Mexican Restaurant,78741,07/19/2022,74,"2506 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.21589, -97.73562)",10522382,Routine Inspection
Zoe's Safe Place,78751,12/09/2022,89,"4606 CONNELLY ST
AUSTIN, TX 78751
(30.3048, -97.7145)",12392332,Routine Inspection
Josephine House,78703,07/20/2023,89,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.28073, -97.75891)",10879746,Routine Inspection
"Grove Wine Bar and Kitchen, The",78701,07/25/2024,87,"800 W 6TH ST
AUSTIN, TX 78701
(30.27038, -97.75102)",11297105,Routine Inspection
Ani's Day and Night,78741,10/14/2024,87,"7107 E RIVERSIDE DR
AUSTIN, TX 78741
(30.22096, -97.69564)",12394564,Routine Inspection
McDonald's # 16899,78750,12/20/2023,94,"12801 N FM 620 RD
AUSTIN, TX 78750
(30.46547, -97.80342)",12396761,Routine Inspection
PF - Springhill Elementary School,78660,01/26/2022,100,"600 S HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.44188, -97.64549)",12392658,Routine Inspection
MN - Manor Grocery,78653,01/12/2022,79,"102 E PARSONS ST
MANOR, TX 78653
(30.34101, -97.5573)",11376079,Routine Inspection
Austin's Pizza,78731,03/02/2023,91,"3435 GREYSTONE DR
AUSTIN, TX 78731
(30.35709, -97.74841)",12394084,Routine Inspection
Austin Food Mart,78758,11/14/2022,97,"812 THURMOND ST
AUSTIN, TX 78758
(30.3538, -97.70592)",12397325,Routine Inspection
Osaka Mansun Restaurant,78750,03/10/2022,78,"13492 N US 183 HWY
AUSTIN, TX 78750
(30.44925, -97.79013)",2802914,Routine Inspection
Hilton Garden Inn Austin Airport,78741,08/02/2024,91,"7610 JOHN GLENN WAY
AUSTIN, TX 78741
(30.22167, -97.68882)",11712723,Routine Inspection
Ana's Mart,78701,03/31/2022,81,"800 BRAZOS ST
AUSTIN, TX 78701
(30.26958, -97.74079)",10426778,Routine Inspection
Edis Chocolates,78759,01/06/2022,99,"3808 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.36491, -97.74926)",10653126,Routine Inspection
PF - Fogonero,78660,08/19/2024,74,"800 W PECAN ST
STE A PFLUGERVILLE, TX 78660
(30.44288, -97.62653)",12394158,Routine Inspection
Taqueria La Cascada,78758,05/22/2023,70,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.36968, -97.7153)",12395720,Routine Inspection
Alamo Drafthouse Cinemas,78723,09/20/2024,83,"1911 ALDRICH ST
AUSTIN, TX 78723
(30.29855, -97.70478)",12395440,Routine Inspection
Hornsby Dunlap Elementary,78725,03/10/2022,100,"13901 FM 969 RD
AUSTIN, TX 78725
(30.24866, -97.58775)",2800684,Routine Inspection
Austin Land and Cattle Co.,78703,07/14/2022,83,"1205 N LAMAR BLVD
AUSTIN, TX 78703
(30.27722, -97.75093)",2800879,Routine Inspection
BC - Serasana Bee Cave,78738,02/09/2023,98,"15500 W SH
BEE CAVE, TX 78738",11930325,Routine Inspection
La Michoacana Meat Market,78753,07/12/2024,98,"9308 N LAMAR BLVD
AUSTIN, TX 78753
(30.36258, -97.69808)",2804032,Routine Inspection
Zaika,78758,11/04/2024,80,"9025 RESEARCH BLVD
AUSTIN, TX 78758
(30.37273, -97.72401)",11971067,Routine Inspection
Cherrywood,78722,06/09/2023,79,"1400 E 38TH HALF ST
AUSTIN, TX 78722
(30.29326, -97.71588)",2802807,Routine Inspection
Whataburger,78719,04/09/2024,95,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.21081, -97.66761)",12394209,Routine Inspection
Copperfield Elementary,78753,03/28/2022,97,"12135 THOMPKINS DR
AUSTIN, TX 78753
(30.38857, -97.65964)",2801288,Routine Inspection
Smokey Mo's BBQ,78717,03/15/2022,81,"10621 W PARMER LN
AUSTIN, TX 78717
(30.49965, -97.77706)",12186196,Routine Inspection
Kentucky Fried Chicken,78728,01/25/2023,95,"14824 N IH
SVRD SB BLDG D AUSTIN, TX 78728",11789658,Routine Inspection
"Mohawk, The",78701,08/09/2023,82,"912 RED RIVER ST
AUSTIN, TX 78701
(30.26997, -97.7359)",10401652,Routine Inspection
Curry Up Now,78758,05/16/2023,78,"3100 ESPERANZA XING
AUSTIN, TX 78758
(30.39956, -97.72302)",12397010,Routine Inspection
"Carpenter Hotel, The",78704,10/10/2022,90,"400 JOSEPHINE ST
AUSTIN, TX 78704
(30.26206, -97.75853)",11939498,Routine Inspection
Snowy Village,78727,01/25/2023,86,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41327, -97.68966)",12046190,Routine Inspection
Club Tu Dia Es Hoy,78741,04/09/2024,96,"749 MONTOPOLIS DR
AUSTIN, TX 78741
(30.23647, -97.69551)",11233827,Routine Inspection
Catering By Rosemary,78701,01/05/2022,95,"201 W 5TH ST
AUSTIN, TX 78701
(30.26756, -97.74476)",12039246,Routine Inspection
Barbara Jordan Elem School,78724,11/12/2024,100,"6711 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.30139, -97.64651)",2800461,Routine Inspection
Burger King #2171,78745,07/25/2022,98,"1001 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.21683, -97.75476)",12186458,Routine Inspection
McDonald's # 12430,78731,07/18/2022,92,"5762 N MOPAC EXPY
AUSTIN, TX 78731
(30.33868, -97.75568)",12045842,Routine Inspection
969 Xpress Mart,78724,12/21/2023,77,"8602 FM 969 RD
AUSTIN, TX 78724
(30.2767, -97.63646)",12185607,Routine Inspection
"Live Oak Brewing Company, LLC",78617,07/19/2023,98,"1615 CROZIER LN
AUSTIN, TX 78617
(30.22069, -97.66044)",11416910,Routine Inspection
Sweetgreen,78705,12/14/2022,95,"2234 GUADALUPE ST
AUSTIN, TX 78705
(30.28573, -97.74174)",12393832,Routine Inspection
Taquero Mucho LLC,78701,08/24/2023,79,"508 WEST AVE
AUSTIN, TX 78701
(30.26999, -97.75117)",12186498,Routine Inspection
Poco Loco Supermercado,78723,01/25/2024,70,"6305 CAMERON RD
AUSTIN, TX 78723
(30.32014, -97.69479)",12044006,Routine Inspection
Spokesman,78745,08/21/2024,94,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.21515, -97.76228)",11700631,Routine Inspection
BC - ThunderCloud Subs,78738,04/05/2022,88,"12400 W SH
BEE CAVE, TX 78738
(30.30431, -97.93243)",11250915,Routine Inspection
Whole Foods - Meat Market,78703,11/13/2023,96,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.27117, -97.75387)",2803047,Routine Inspection
"El Oceano Sports Bar and Mariscos, LLC",78753,10/25/2023,90,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.36451, -97.69478)",12396652,Routine Inspection
La Mexiquense,78753,05/16/2022,92,"850 E RUNDBERG LN
AUSTIN, TX 78753
(30.35745, -97.6857)",12185750,Routine Inspection
PF- Accent Food Services - The Boring Company,78660,12/21/2022,100,"15709 IMPACT WAY
PFLUGERVILLE, TX 78660
(30.41571, -97.58868)",12396049,Routine Inspection
Jason's Deli,78751,07/08/2024,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.30008, -97.71994)",2801464,Routine Inspection
Chuy's Bakery,78745,04/19/2023,88,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19086, -97.77333)",10567002,Routine Inspection
MN - Taco Bell  #32068,78653,06/17/2022,99,"11032 E US 290 HWY
MANOR, TX 78653
(30.34961, -97.557)",11509303,Routine Inspection
Timewise Food Store/Chevron #6401,78728,08/08/2023,94,"15900 N IH
SVRD SB AUSTIN, TX 78728",2804050,Routine Inspection
WL - Izumi Sushi,78746,06/29/2022,77,"701 S CAPITAL OF TEXAS HWY NB UNIT E-550 WEST LAKE HILLS
TX 78746
(30.29182, -97.82749)",12395570,Routine Inspection
Taqueria Arandinas,78741,09/18/2024,80,"2100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24023, -97.72637)",2801526,Routine Inspection
Wieland Elementary,78660,03/24/2022,96,"900 TUDOR HOUSE RD
AUSTIN, TX 78660
(30.42208, -97.63966)",10051637,Routine Inspection
Wingstop #1683,78757,11/14/2024,96,"2900 W ANDERSON LN
BLDG B AUSTIN, TX 78757
(30.35976, -97.73783)",12393769,Routine Inspection
Dell Jewish Community Ctr (Shalom Austin) Concession,78731,09/16/2024,100,"7300 HART LN
AUSTIN, TX 78731
(30.35748, -97.75466)",12396238,Routine Inspection
Del Valle Middle School,78617,05/09/2022,93,"5500 ROSS RD
AUSTIN, TX 78617
(30.17249, -97.62121)",2800662,Routine Inspection
Hot Pot Alley,78729,05/11/2023,87,"13201 N FM 620 RD
AUSTIN, TX 78729
(30.46984, -97.79036)",10174832,Routine Inspection
BC - Jersey Giant Pizza,78738,05/22/2024,93,"13908 W SH
BEE CAVE, TX 78738",11077106,Routine Inspection
El Tacorrido,78753,10/31/2023,85,"9320 N LAMAR BLVD
AUSTIN, TX 78753
(30.36227, -97.69748)",11198007,Routine Inspection
C-Mart #7,78744,11/22/2022,98,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.18023, -97.74732)",10003415,Routine Inspection
JD's Supermarket #7 - Kitchen/Bakery,78724,01/11/2023,92,"6506 DECKER LN
AUSTIN, TX 78724
(30.29087, -97.62854)",12394193,Routine Inspection
Thundercloud Subs,78727,02/23/2024,94,"2500 W PARMER LN
AUSTIN, TX 78727
(30.42209, -97.70251)",2800765,Routine Inspection
Phoenix Academy,78704,03/28/2023,90,"400 W LIVE OAK ST
AUSTIN, TX 78704
(30.24353, -97.75607)",2801515,Routine Inspection
Pho Ha Noi,78753,08/17/2022,76,"11331 N LAMAR BLVD
AUSTIN, TX 78753
(30.38174, -97.68544)",12186421,Routine Inspection
OOB - Cast Iron Cafe,78701,12/02/2022,99,"607 W 3RD ST
AUSTIN, TX 78701
(30.26697, -97.74992)",12181542,Routine Inspection
Lady Quacken Bush's Cakery,78723,06/21/2023,95,"1900 SIMOND AVE
AUSTIN, TX 78723
(30.2969, -97.70429)",12028759,Routine Inspection
Dean's One Trick Pony,78701,06/09/2023,85,"111 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.26296, -97.74394)",12087865,Routine Inspection
Eastside Pies,78702,12/02/2024,90,"1401 ROSEWOOD AVE
AUSTIN, TX 78702
(30.26888, -97.72422)",2802928,Routine Inspection
